number of adults,number of children,number of weekend nights,number of week nights,car parking space,lead time,repeated,P-C,P-not-C,average price ,special requests,date of reservation,booking_status--converted,total_nights,total_guests,type of meal_Meal Plan 2,type of meal_Meal Plan 3,type of meal_Not Selected,room type_Room_Type 2,room type_Room_Type 3,room type_Room_Type 4,room type_Room_Type 5,room type_Room_Type 6,room type_Room_Type 7,market segment type_Complementary,market segment type_Corporate,market segment type_Offline,market segment type_Online
1,0,2,4,0,245,0,0,0,110,0,7/6/2018,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,189,0,0,0,109.8,0,10/28/2018,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,271,0,0,0,78.3,0,12/3/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,257,0,0,0,101.5,0,7/1/2017,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,207,0,0,0,80.75,1,7/28/2018,0,6,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,108,0,0,0,104,2,12/25/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,39,0,0,0,51.19,0,3/15/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,0,1,0,11,0,0,0,150,1,11/5/2018,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,177,0,0,0,127.8,1,8/12/2018,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,15,0,0,0,115,2.5,9/17/2017,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,10,0,0,0,156,1,5/5/2018,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,2,2,0,60,0,0,0,130.9,0,12/23/2018,1,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,21,0,0,0,116.1,0,10/4/2018,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,24,0,0,0,71.69,1,9/11/2018,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,2,3,0,76,0,0,0,98.5,1,4/24/2018,0,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,146,0,0,0,94.5,1,7/13/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,188,0,0,0,130,0,6/15/2018,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,114,0,0,0,76.5,0,7/11/2017,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,256,0,0,0,90.95,0,8/31/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,210,0,0,0,72.75,0,10/8/2017,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,16,0,0,0,93,0,11/16/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,64,0,0,0,168.3,1,9/16/2018,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,105,0,0,0,75,0,10/12/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,0,0,0,0,105,0,8/9/2017,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,0,1,37,0,0,0,78.5,1,2/14/2018,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,54,0,0,0,119.7,0,7/2/2018,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,3,0,81,0,0,0,168.3,0,9/7/2018,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,0,1,0,2,0,0,0,180.375,1,5/27/2018,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,0,0,61,0,0,0,91,0,10/4/2017,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,3,0,11,0,0,0,85,0,2/13/2018,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,4,0,0,0,81,0,2/5/2018,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,63,0,0,0,116,0,9/4/2017,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,289.5,0,0,0,115,1,8/18/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,0,3,0,0,0,106,2,2/15/2018,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,1,0,62,0,0,0,118.8,0,4/16/2018,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,91,0,0,0,132.3,2,10/20/2018,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,0,1,123,0,0,0,146.7,0,8/21/2018,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,13,0,0,0,86.8,1,3/2/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,0,152,0,0,0,98,0,11/1/2018,0,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,180,0,0,0,100,1,5/2/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,4,10,0,222,0,0,0,158.95,0,8/14/2018,1,14,4,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,2,0,47,0,0,0,119.52,0,9/18/2018,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,88,0,0,0,117,1,5/3/2018,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,26,0,0,0,140.67,0,4/27/2018,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,17,0,0,0,94.95,1,10/15/2017,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,104,0,0,0,109.65,0,5/11/2018,1,7,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,7,0,0,0,120,0,12/30/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,128,0,0,0,67.22,0,3/18/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,11,0,0,0,62,0,3/16/2018,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0,0,1,0,6,0,0,0,91,0,3/4/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,4,0,23,0,0,0,68,0,3/17/2018,0,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,289.5,0,0,0,89,0,11/3/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,4,0,0,0,94.5,0,8/8/2017,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,25,0,0,0,180.375,1,8/15/2018,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,0,4,0,65,0,0,0,122.65,0,12/21/2018,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,21,0,0,0,68,1,2/25/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,0,1,1,0,45,0,0,0,131.4,1,3/19/2018,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,25,0,0,0,149.4,0,4/15/2018,1,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,5,0,0,0,100,0,5/24/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,247,0,0,0,115,1,6/6/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,6,0,0,0,160,2,10/20/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,1,0,25,0,0,0,127.67,2,4/16/2018,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,52,0,0,0,79.2,2,12/7/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,18,0,0,0,69,2,12/1/2017,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,4,0,289.5,0,0,0,117,1,9/21/2018,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,174,0,0,0,70,0,10/10/2017,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,3,0,31,0,0,0,114.3,2,3/8/2018,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,3,0,166,0,0,0,110,0,11/1/2018,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2,0,3,0,30,0,0,0,180.375,1,9/1/2018,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1
2,0,2,2,0,68,0,0,0,75.65,1,4/1/2018,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,194,0,0,0,77.23,2,4/17/2018,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,145,0,0,0,65,0,1/3/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,289.5,0,0,0,115,0,7/21/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,0,0,0,0,118.8,0,9/7/2017,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,0,24,0,0,0,127.48,1,5/31/2018,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,124,0,0,0,114.3,0,5/6/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,2,0,44,0,0,0,87.2,0,12/3/2018,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,2,0,257,0,0,0,101.5,0,7/1/2017,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,164,0,0,0,100,0,10/2/2017,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,153,0,0,0,91.38,1,7/27/2018,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,3,9,0,155,0,0,0,119.71,1,8/1/2018,1,12,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,119,0,6/2/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,29,0,0,0,139,1,7/28/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,59,0,0,0,109.8,1,8/29/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,91,1,3,15,65,0,9/14/2018,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,1,0,76,0,0,0,131.4,0,7/2/2018,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,3,0,93,0,0,0,96.3,2.5,4/12/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,2,0,4,1,0,1,20.975,1,2/15/2018,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,2,0,25,0,0,0,137,1,4/20/2018,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,245,0,0,0,75,0,6/17/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
3,0,0,3,0,74,0,0,0,92.65,0,12/27/2018,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,275,0,0,0,62.8,0,6/4/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,14,0,0,0,160,0,10/22/2018,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,265,0,0,0,90,0,6/24/2018,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,3,5,1,122,0,0,0,81.26,2,8/21/2018,0,8,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,4,0,158,0,0,0,114.75,1,5/25/2018,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,119,0,0,0,99.3,0,4/29/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,6,0,0,0,89,0,10/3/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,122,0,0,0,85,0,4/15/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,60,0,0,0,75,0,3/20/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,1,1,1,0,102.6,0,9/30/2017,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,121,0,0,0,90.95,0,6/4/2018,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,1,1,0,289.5,0,0,0,115,1,7/30/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,289.5,0,0,0,78.3,0,12/24/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,59,0,0,0,121.5,0,5/19/2018,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,71,0,0,0,120,0,6/14/2018,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,4,0,200,0,0,0,105.4,1,8/31/2018,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,71,0,0,0,101.87,1,10/21/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,1,0,105,1,3,17,65,0,9/28/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,1,6,0,0,0,116,0,11/6/2017,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,76,0,0,0,69.3,1,4/21/2018,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,29,0,0,0,90.25,2,9/30/2017,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,179,0,0,0,119.85,0,9/2/2018,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,81,0,0,0,76.5,2,12/6/2017,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,35,0,0,0,109,2,10/27/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,60,0,0,0,126.9,1,5/21/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,34,0,0,0,65,0,7/19/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,1,0,0,0,0,0,86,0,1/2/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,3,0,5,0,0,0,139,1,7/14/2018,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,0,0,48,0,0,0,109.8,1,9/4/2018,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1
2,0,2,3,0,54,0,0,0,132.6,0,5/12/2018,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,2,0,57,0,0,0,75.33,0,6/10/2018,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,2,0,5,0,0,0,65,0,9/9/2017,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,1,0,130,0,0,0,68,0,11/26/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,4,6,0,57,0,0,0,113.85,0,12/26/2017,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,89,0,0,0,96.3,0,4/12/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,221,0,0,0,79.5,2,12/29/2018,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,1,1,0,1,40,1,11/10/2017,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,2,1,0,116,0,0,0,76,0,2/28/2018,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,139,0,0,0,90.95,0,9/5/2018,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,1,0,55,0,0,0,104,0,4/6/2018,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,247,0,0,0,109,0,6/6/2018,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,74,0,0,0,109,0,9/18/2017,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,2,0,0,0,75,0,12/11/2017,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,1,0,47,0,0,0,150.3,2,7/2/2018,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,1,0,56,0,0,0,120,0,6/8/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,96,0,0,0,94.5,0,7/11/2017,0,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,1,156,0,0,0,103.5,0,8/21/2018,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,3,0,166,0,0,0,110,0,11/1/2018,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,268,0,0,0,78,0,4/8/2018,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,32,0,0,0,85,0,3/11/2018,0,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,1,0,1,20.975,0,10/1/2017,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2,0,0,2,0,107,0,0,0,130,1,6/10/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,3,0,159,0,0,0,180.375,0,5/26/2018,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0,0,3,0,46,0,0,0,168.3,2,8/24/2018,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,4,0,17,0,0,0,74.8,2,11/16/2018,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,3,0,57,0,0,0,112.2,0,4/21/2018,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,0,1,1,0,0,0,106,1,1/4/2018,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,2,3,0,159,0,0,0,134.46,2,9/30/2018,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,0,24,0,0,0,108,1,9/12/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,5,0,17,0,0,0,90.95,1,11/3/2017,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,1,0,9,0,0,0,79,0,2/21/2018,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3,0,0,2,0,111,0,0,0,168.3,2.5,9/16/2018,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,0,2,0,74,0,0,0,101.5,0,9/18/2017,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,56,0,0,0,82,0,9/17/2017,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,5,0,0,0,110,1,5/24/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,0,1,0,3,1,0,1,106,2.5,8/20/2017,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,194,0,0,0,102.25,1,8/22/2018,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,3,0,0,0,95,0,6/23/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,19,0,0,0,85.5,0,10/7/2017,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1,2,0,33,0,0,0,102.37,1,2/26/2018,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,129,1,6/17/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,0,0,0,0,106,2,8/19/2017,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,69,0,0,0,102.6,0,11/4/2018,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,2,0,7,0,0,0,92.4,1,10/28/2017,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,40,0,0,0,82.1,1,3/7/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,1,0,0,184,0,0,0,105.3,1,7/10/2018,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,4,0,73,0,0,0,135,1,10/12/2018,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,213,0,0,0,130,0,6/7/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,79,0,0,0,76.5,0,4/2/2018,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,6,0,0,0,108,2,5/8/2018,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,29,0,0,0,85,0,12/2/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,1,1,0,11,0,0,0,107,0,10/10/2018,0,2,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,2,0,29,0,0,0,85,2,12/2/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,52,0,0,0,73.95,0,2/4/2018,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,30,0,0,0,88.4,0,3/4/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,1,1,1,0,2,67,1,4/13/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,3,0,16,0,0,0,76,0,3/8/2018,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,2,2,0,48,0,0,0,81,0,5/22/2018,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,289.5,0,0,0,160,0,9/30/2018,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2,0,0,3,0,0,0,150,2,10/30/2018,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,0,0,0,0,90,0,10/13/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,2,0,69,0,0,0,106,0,9/22/2017,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,2,0,99,0,0,0,89.25,0,5/1/2018,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,1,2,1,0,73,0,0,0,94,1,4/3/2018,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,2,0,181,0,0,0,120,0,10/11/2018,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,30,0,0,0,125.1,2,9/15/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,56,0,0,0,60,0,11/6/2017,0,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,2,0,0,83,0,0,0,75,0,12/18/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,1,0,0,0,0,0,125.1,0,5/24/2018,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,2,3,0,92,0,0,0,96.9,1,12/22/2018,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,1,2,0,11,1,1,0,93.8,0,2/12/2018,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0
2,0,0,2,0,67,0,0,0,98.1,1,9/6/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,25,0,0,0,64.64,0,2/7/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,1,0,32,0,0,0,105,1,7/18/2018,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,286,0,0,0,90,0,10/16/2018,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,2,0,80,0,0,0,74.8,1,3/25/2018,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,5,0,186,0,0,0,90.95,2,7/12/2018,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,263,0,0,0,59.5,0,9/21/2017,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,0,103,0,0,0,94.5,0,7/18/2017,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,114,0,0,0,140.4,0,6/2/2018,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,2,4,0,245,0,0,0,110,0,7/6/2018,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,24,1,0,2,95,0,10/3/2018,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2,0,0,2,0,39,0,0,0,109,1,8/14/2017,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,1,1,29,0,0,0,66,1,12/6/2017,0,3,2,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,2,1,2,7,20.975,2.5,10/6/2018,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,2,7,0,14,0,0,0,88.33,0,3/4/2018,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,3,0,37,0,0,0,105,0,10/13/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,2,0,273,0,0,0,95,0,5/13/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,0,3,0,124,0,0,0,143.1,1,5/31/2018,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,2,0,104,0,0,0,114,1,10/6/2017,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,5,0,51,0,0,0,75.6,1,9/16/2017,0,7,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,65,0,0,0,135.9,2.5,9/27/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,2,1,0,179,0,0,0,108.9,2,10/1/2018,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,1,2,0,4,0,0,0,70,0,1/8/2018,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,80,0,0,0,93.6,0,11/12/2018,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,0,1,0,56,0,0,0,125.1,1,7/27/2018,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,0,221,0,0,0,73,0,8/12/2018,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,0,0,263,0,0,0,67,0,9/21/2017,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,0,3,0,160,0,0,0,70,0,12/30/2017,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,2,0,0,174,0,0,0,115.2,0,6/5/2018,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1
